filename,document,page,gap_index,bit,shift,word
007568.png,DOC006,0,68,0,-0.12,learning-based
007569.png,DOC006,0,69,1,0.12,document
007570.png,DOC006,0,70,0,-0.12,dewarping
007571.png,DOC006,0,71,0,-0.12,and
007572.png,DOC006,0,72,0,-0.12,residual
007573.png,DOC006,0,73,0,-0.12,feature
007574.png,DOC006,0,74,0,-0.12,extraction
007575.png,DOC006,0,75,0,-0.12,reliably
007576.png,DOC006,0,76,0,-0.12,recover
007577.png,DOC006,0,77,0,-0.12,the
007578.png,DOC006,0,78,0,-0.12,embedded
007579.png,DOC006,0,79,1,0.12,cryptographic
007580.png,DOC006,0,80,0,-0.12,QUESTION
007581.png,DOC006,0,81,1,0.12,The
007582.png,DOC006,0,82,0,-0.12,rapid
007583.png,DOC006,0,83,1,0.12,advancement
007584.png,DOC006,0,84,0,-0.12,of
007585.png,DOC006,0,85,0,-0.12,artificial
007586.png,DOC006,0,86,0,-0.12,intelligence
007587.png,DOC006,0,87,1,0.12,and
007588.png,DOC006,0,88,0,-0.12,machine
007589.png,DOC006,0,89,0,-0.12,has
007590.png,DOC006,0,90,0,-0.12,fundamentally
007591.png,DOC006,0,91,1,0.12,altered
007592.png,DOC006,0,92,0,-0.12,the
007593.png,DOC006,0,93,0,-0.12,landscape
007594.png,DOC006,0,94,0,-0.12,of
007595.png,DOC006,0,95,0,-0.12,modern
007596.png,DOC006,0,96,0,-0.12,computing.
007597.png,DOC006,0,97,0,-0.12,When
007598.png,DOC006,0,98,0,-0.12,scalable
007599.png,DOC006,0,99,0,-0.12,distributed
007600.png,DOC006,0,100,1,0.12,"systems,"
007601.png,DOC006,0,101,0,-0.12,engineers
007602.png,DOC006,0,102,1,0.12,must
007603.png,DOC006,0,103,1,0.12,carefully
007604.png,DOC006,0,104,1,0.12,consider
007605.png,DOC006,0,105,1,0.12,the
007606.png,DOC006,0,106,0,-0.12,between
007607.png,DOC006,0,107,1,0.12,"latency,"
007608.png,DOC006,0,108,0,-0.12,"throughput,"
007609.png,DOC006,0,109,0,-0.12,and
007610.png,DOC006,0,110,1,0.12,fault
007611.png,DOC006,0,111,1,0.12,tolerance.
007612.png,DOC006,0,112,0,-0.12,In
007613.png,DOC006,0,113,0,-0.12,the
007614.png,DOC006,0,114,0,-0.12,context
007615.png,DOC006,0,115,1,0.12,of
007616.png,DOC006,0,116,1,0.12,"steganography,"
007617.png,DOC006,0,117,0,-0.12,the
007618.png,DOC006,0,118,1,0.12,primary
007619.png,DOC006,0,119,1,0.12,challenge
007620.png,DOC006,0,120,0,-0.12,is
007621.png,DOC006,0,121,0,-0.12,overcoming
007622.png,DOC006,0,122,0,-0.12,the
007623.png,DOC006,0,123,0,-0.12,physical
007624.png,DOC006,0,124,1,0.12,channel
007625.png,DOC006,0,125,0,-0.12,introduced
007626.png,DOC006,0,126,0,-0.12,by
007627.png,DOC006,0,127,0,-0.12,printers
007628.png,DOC006,0,128,0,-0.12,and
007629.png,DOC006,0,129,0,-0.12,smartphone
007630.png,DOC006,0,130,0,-0.12,cameras.
007631.png,DOC006,0,131,0,-0.12,This
007632.png,DOC006,0,132,0,-0.12,requires
007633.png,DOC006,0,133,0,-0.12,highly
007634.png,DOC006,0,134,1,0.12,error
007635.png,DOC006,0,135,1,0.12,correction
007636.png,DOC006,0,136,0,-0.12,"mechanisms,"
007637.png,DOC006,0,137,0,-0.12,such
007638.png,DOC006,0,138,1,0.12,as
007639.png,DOC006,0,139,0,-0.12,Reed-Solomon
007640.png,DOC006,0,140,1,0.12,"coding,"
007641.png,DOC006,0,141,0,-0.12,combined
007642.png,DOC006,0,142,0,-0.12,deep
007643.png,DOC006,0,143,0,-0.12,learning-based
007644.png,DOC006,0,144,1,0.12,document
007645.png,DOC006,0,145,0,-0.12,dewarping
007646.png,DOC006,0,146,0,-0.12,and
007647.png,DOC006,0,147,0,-0.12,residual
007648.png,DOC006,0,148,0,-0.12,feature
007649.png,DOC006,0,149,0,-0.12,extraction
007650.png,DOC006,0,150,0,-0.12,reliably
007651.png,DOC006,0,151,0,-0.12,recover
007652.png,DOC006,0,152,1,0.12,the
007653.png,DOC006,0,153,0,-0.12,embedded
007654.png,DOC006,0,154,0,-0.12,cryptographic
007655.png,DOC006,0,155,1,0.12,QUESTION
007656.png,DOC006,0,156,0,-0.12,The
007657.png,DOC006,0,157,0,-0.12,rapid
007658.png,DOC006,0,158,0,-0.12,advancement
007659.png,DOC006,0,159,0,-0.12,of
007660.png,DOC006,0,160,0,-0.12,artificial
007661.png,DOC006,0,161,0,-0.12,intelligence
007662.png,DOC006,0,162,0,-0.12,and
007663.png,DOC006,0,163,0,-0.12,machine
007664.png,DOC006,0,164,0,-0.12,has
007665.png,DOC006,0,165,1,0.12,fundamentally
007666.png,DOC006,0,166,0,-0.12,altered
007667.png,DOC006,0,167,0,-0.12,the
007668.png,DOC006,0,168,1,0.12,landscape
007669.png,DOC006,0,169,1,0.12,of
007670.png,DOC006,0,170,1,0.12,modern
007671.png,DOC006,0,171,1,0.12,computing.
007672.png,DOC006,0,172,0,-0.12,When
007673.png,DOC006,0,173,0,-0.12,scalable
007674.png,DOC006,0,174,0,-0.12,distributed
007675.png,DOC006,0,175,0,-0.12,"systems,"
007676.png,DOC006,0,176,0,-0.12,engineers
007677.png,DOC006,0,177,0,-0.12,must
007678.png,DOC006,0,178,0,-0.12,carefully
007679.png,DOC006,0,179,0,-0.12,consider
007680.png,DOC006,0,180,0,-0.12,the
007681.png,DOC006,0,181,1,0.12,between
007682.png,DOC006,0,182,0,-0.12,"latency,"
007683.png,DOC006,0,183,0,-0.12,"throughput,"
007684.png,DOC006,0,184,0,-0.12,and
007685.png,DOC006,0,185,0,-0.12,fault
007686.png,DOC006,0,186,0,-0.12,tolerance.
007687.png,DOC006,0,187,0,-0.12,In
007688.png,DOC006,0,188,0,-0.12,the
007689.png,DOC006,0,189,0,-0.12,context
007690.png,DOC006,0,190,1,0.12,of
007691.png,DOC006,0,191,1,0.12,"steganography,"
007692.png,DOC006,0,192,1,0.12,the
007693.png,DOC006,0,193,0,-0.12,primary
007694.png,DOC006,0,194,0,-0.12,challenge
007695.png,DOC006,0,195,0,-0.12,is
007696.png,DOC006,0,196,0,-0.12,overcoming
007697.png,DOC006,0,197,0,-0.12,the
007698.png,DOC006,0,198,1,0.12,physical
007699.png,DOC006,0,199,1,0.12,channel
007700.png,DOC006,0,200,0,-0.12,introduced
007701.png,DOC006,0,201,0,-0.12,by
007702.png,DOC006,0,202,0,-0.12,printers
007703.png,DOC006,0,203,0,-0.12,and
007704.png,DOC006,0,204,0,-0.12,smartphone
007705.png,DOC006,0,205,0,-0.12,cameras.
007706.png,DOC006,0,206,0,-0.12,This
007707.png,DOC006,0,207,0,-0.12,requires
007708.png,DOC006,0,208,0,-0.12,highly
007709.png,DOC006,0,209,1,0.12,error
007710.png,DOC006,0,210,0,-0.12,correction
007711.png,DOC006,0,211,0,-0.12,"mechanisms,"
007712.png,DOC006,0,212,0,-0.12,such
007713.png,DOC006,0,213,1,0.12,as
007714.png,DOC006,0,214,0,-0.12,Reed-Solomon
007715.png,DOC006,0,215,0,-0.12,"coding,"
007716.png,DOC006,0,216,0,-0.12,combined
007717.png,DOC006,0,217,1,0.12,deep
007718.png,DOC006,0,218,1,0.12,learning-based
007719.png,DOC006,0,219,1,0.12,document
007720.png,DOC006,0,220,1,0.12,dewarping
007721.png,DOC006,0,221,0,-0.12,and
007722.png,DOC006,0,222,0,-0.12,residual
007723.png,DOC006,0,223,1,0.12,feature
007724.png,DOC006,0,224,0,-0.12,extraction
007725.png,DOC006,0,225,1,0.12,reliably
007726.png,DOC006,0,226,0,-0.12,recover
007727.png,DOC006,0,227,0,-0.12,the
007728.png,DOC006,0,228,0,-0.12,embedded
007729.png,DOC006,0,229,0,-0.12,cryptographic
007730.png,DOC006,0,230,0,-0.12,QUESTION
007731.png,DOC006,0,231,0,-0.12,The
007732.png,DOC006,0,232,0,-0.12,rapid
007733.png,DOC006,0,233,1,0.12,advancement
007734.png,DOC006,0,234,0,-0.12,of
007735.png,DOC006,0,235,0,-0.12,artificial
007736.png,DOC006,0,236,1,0.12,intelligence
007737.png,DOC006,0,237,1,0.12,and
007738.png,DOC006,0,238,1,0.12,machine
007739.png,DOC006,0,239,1,0.12,has
007740.png,DOC006,0,240,0,-0.12,fundamentally
007741.png,DOC006,0,241,0,-0.12,altered
007742.png,DOC006,0,242,0,-0.12,the
007743.png,DOC006,0,243,0,-0.12,landscape
007744.png,DOC006,0,244,0,-0.12,of
007745.png,DOC006,0,245,1,0.12,modern
007746.png,DOC006,0,246,0,-0.12,computing.
007747.png,DOC006,0,247,0,-0.12,When
007748.png,DOC006,0,248,1,0.12,scalable
007749.png,DOC006,0,249,0,-0.12,distributed
007750.png,DOC006,0,250,1,0.12,"systems,"
007751.png,DOC006,0,251,1,0.12,engineers
007752.png,DOC006,0,252,0,-0.12,must
007753.png,DOC006,0,253,1,0.12,carefully
007754.png,DOC006,0,254,1,0.12,consider
007755.png,DOC006,0,255,1,0.12,the
007756.png,DOC006,0,256,0,-0.12,between
007757.png,DOC006,0,257,1,0.12,"latency,"
007758.png,DOC006,0,258,0,-0.12,"throughput,"
007759.png,DOC006,0,259,0,-0.12,and
007760.png,DOC006,0,260,0,-0.12,fault
007761.png,DOC006,0,261,0,-0.12,tolerance.
007762.png,DOC006,0,262,0,-0.12,In
007763.png,DOC006,0,263,0,-0.12,the
007764.png,DOC006,0,264,0,-0.12,context
007765.png,DOC006,0,265,1,0.12,of
007766.png,DOC006,0,266,0,-0.12,"steganography,"
007767.png,DOC006,0,267,0,-0.12,the
007768.png,DOC006,0,268,0,-0.12,primary
007769.png,DOC006,0,269,0,-0.12,challenge
007770.png,DOC006,0,270,0,-0.12,is
007771.png,DOC006,0,271,0,-0.12,overcoming
007772.png,DOC006,0,272,0,-0.12,the
007773.png,DOC006,0,273,1,0.12,physical
007774.png,DOC006,0,274,0,-0.12,channel
007775.png,DOC006,0,275,0,-0.12,introduced
007776.png,DOC006,0,276,1,0.12,by
007777.png,DOC006,0,277,1,0.12,printers
007778.png,DOC006,0,278,0,-0.12,and
007779.png,DOC006,0,279,1,0.12,smartphone
007780.png,DOC006,0,280,0,-0.12,cameras.
007781.png,DOC006,0,281,0,-0.12,This
007782.png,DOC006,0,282,0,-0.12,requires
007783.png,DOC006,0,283,0,-0.12,highly
007784.png,DOC006,0,284,1,0.12,error
007785.png,DOC006,0,285,0,-0.12,correction
007786.png,DOC006,0,286,0,-0.12,"mechanisms,"
007787.png,DOC006,0,287,0,-0.12,such
007788.png,DOC006,0,288,1,0.12,as
007789.png,DOC006,0,289,0,-0.12,Reed-Solomon
007790.png,DOC006,0,290,0,-0.12,"coding,"
007791.png,DOC006,0,291,0,-0.12,combined
007792.png,DOC006,0,292,0,-0.12,deep
007793.png,DOC006,0,293,1,0.12,learning-based
007794.png,DOC006,0,294,1,0.12,document
007795.png,DOC006,0,295,1,0.12,dewarping
007796.png,DOC006,0,296,1,0.12,and
007797.png,DOC006,0,297,1,0.12,residual
007798.png,DOC006,0,298,0,-0.12,feature
007799.png,DOC006,0,299,1,0.12,extraction
007800.png,DOC006,0,300,0,-0.12,reliably
007801.png,DOC006,0,301,0,-0.12,recover
007802.png,DOC006,0,302,0,-0.12,the
007803.png,DOC006,0,303,0,-0.12,embedded
007804.png,DOC006,0,304,0,-0.12,cryptographic
007805.png,DOC006,0,305,0,-0.12,QUESTION
007806.png,DOC006,0,306,0,-0.12,The
007807.png,DOC006,0,307,1,0.12,rapid
007808.png,DOC006,0,308,0,-0.12,advancement
007809.png,DOC006,0,309,0,-0.12,of
007810.png,DOC006,0,310,1,0.12,artificial
007811.png,DOC006,0,311,0,-0.12,intelligence
007812.png,DOC006,0,312,0,-0.12,and
007813.png,DOC006,0,313,1,0.12,machine
007814.png,DOC006,0,314,0,-0.12,has
007815.png,DOC006,0,315,0,-0.12,fundamentally
007816.png,DOC006,0,316,0,-0.12,altered
007817.png,DOC006,0,317,0,-0.12,the
007818.png,DOC006,0,318,0,-0.12,landscape
007819.png,DOC006,0,319,0,-0.12,of
007820.png,DOC006,0,320,0,-0.12,modern
007821.png,DOC006,0,321,1,0.12,computing.
007822.png,DOC006,0,322,0,-0.12,When
007823.png,DOC006,0,323,1,0.12,scalable
007824.png,DOC006,0,324,0,-0.12,distributed
007825.png,DOC006,0,325,1,0.12,"systems,"
007826.png,DOC006,0,326,0,-0.12,engineers
007827.png,DOC006,0,327,1,0.12,must
007828.png,DOC006,0,328,0,-0.12,carefully
007829.png,DOC006,0,329,0,-0.12,consider
007830.png,DOC006,0,330,0,-0.12,the
007831.png,DOC006,0,331,0,-0.12,between
007832.png,DOC006,0,332,0,-0.12,"latency,"
007833.png,DOC006,0,333,0,-0.12,"throughput,"
007834.png,DOC006,0,334,1,0.12,and
007835.png,DOC006,0,335,0,-0.12,fault
007836.png,DOC006,0,336,0,-0.12,tolerance.
007837.png,DOC006,0,337,0,-0.12,In
007838.png,DOC006,0,338,0,-0.12,the
007839.png,DOC006,0,339,1,0.12,context
007840.png,DOC006,0,340,1,0.12,of
007841.png,DOC006,0,341,1,0.12,"steganography,"
007842.png,DOC006,0,342,0,-0.12,the
007843.png,DOC006,0,343,0,-0.12,primary
007844.png,DOC006,0,344,0,-0.12,challenge
007845.png,DOC006,0,345,0,-0.12,is
007846.png,DOC006,0,346,0,-0.12,overcoming
007847.png,DOC006,0,347,0,-0.12,the
007848.png,DOC006,0,348,0,-0.12,physical
007849.png,DOC006,0,349,0,-0.12,channel
007850.png,DOC006,0,350,0,-0.12,introduced
007851.png,DOC006,0,351,0,-0.12,by
007852.png,DOC006,0,352,0,-0.12,printers
007853.png,DOC006,0,353,0,-0.12,and
007854.png,DOC006,0,354,0,-0.12,smartphone
007855.png,DOC006,0,355,1,0.12,cameras.
007856.png,DOC006,0,356,1,0.12,This
007857.png,DOC006,0,357,0,-0.12,requires
007858.png,DOC006,0,358,1,0.12,highly
007859.png,DOC006,0,359,1,0.12,error
007860.png,DOC006,0,360,0,-0.12,correction
007861.png,DOC006,0,361,0,-0.12,"mechanisms,"
007862.png,DOC006,0,362,1,0.12,such
007863.png,DOC006,0,363,0,-0.12,as
007864.png,DOC006,0,364,1,0.12,Reed-Solomon
007865.png,DOC006,0,365,0,-0.12,"coding,"
007866.png,DOC006,0,366,0,-0.12,combined
007867.png,DOC006,0,367,1,0.12,deep
007868.png,DOC006,0,368,0,-0.12,learning-based
007869.png,DOC006,0,369,1,0.12,document
007870.png,DOC006,0,370,1,0.12,dewarping
007871.png,DOC006,0,371,1,0.12,and
007872.png,DOC006,0,372,0,-0.12,residual
007873.png,DOC006,0,373,0,-0.12,feature
007874.png,DOC006,0,374,0,-0.12,extraction
007875.png,DOC006,1,0,1,0.12,CONFIDENTIAL
007876.png,DOC006,1,1,0,-0.12,ENGINEERING
007877.png,DOC006,1,2,0,-0.12,EXAM
007878.png,DOC006,1,3,0,-0.12,-
007879.png,DOC006,1,4,0,-0.12,PAGE
007880.png,DOC006,1,5,0,-0.12,QUESTION
007881.png,DOC006,1,6,0,-0.12,The
007882.png,DOC006,1,7,0,-0.12,rapid
007883.png,DOC006,1,8,0,-0.12,advancement
007884.png,DOC006,1,9,0,-0.12,of
007885.png,DOC006,1,10,0,-0.12,artificial
007886.png,DOC006,1,11,0,-0.12,intelligence
007887.png,DOC006,1,12,0,-0.12,and
007888.png,DOC006,1,13,0,-0.12,machine
007889.png,DOC006,1,14,0,-0.12,has
007890.png,DOC006,1,15,1,0.12,fundamentally
007891.png,DOC006,1,16,0,-0.12,altered
007892.png,DOC006,1,17,0,-0.12,the
007893.png,DOC006,1,18,0,-0.12,landscape
007894.png,DOC006,1,19,0,-0.12,of
007895.png,DOC006,1,20,0,-0.12,modern
007896.png,DOC006,1,21,0,-0.12,computing.
007897.png,DOC006,1,22,0,-0.12,When
007898.png,DOC006,1,23,0,-0.12,scalable
007899.png,DOC006,1,24,0,-0.12,distributed
007900.png,DOC006,1,25,0,-0.12,"systems,"
007901.png,DOC006,1,26,0,-0.12,engineers
007902.png,DOC006,1,27,1,0.12,must
007903.png,DOC006,1,28,0,-0.12,carefully
007904.png,DOC006,1,29,0,-0.12,consider
007905.png,DOC006,1,30,0,-0.12,the
007906.png,DOC006,1,31,0,-0.12,between
007907.png,DOC006,1,32,1,0.12,"latency,"
007908.png,DOC006,1,33,1,0.12,"throughput,"
007909.png,DOC006,1,34,0,-0.12,and
007910.png,DOC006,1,35,0,-0.12,fault
007911.png,DOC006,1,36,1,0.12,tolerance.
007912.png,DOC006,1,37,1,0.12,In
007913.png,DOC006,1,38,0,-0.12,the
007914.png,DOC006,1,39,0,-0.12,context
007915.png,DOC006,1,40,0,-0.12,of
007916.png,DOC006,1,41,0,-0.12,"steganography,"
007917.png,DOC006,1,42,0,-0.12,the
007918.png,DOC006,1,43,0,-0.12,primary
007919.png,DOC006,1,44,0,-0.12,challenge
007920.png,DOC006,1,45,0,-0.12,is
007921.png,DOC006,1,46,1,0.12,overcoming
007922.png,DOC006,1,47,1,0.12,the
007923.png,DOC006,1,48,0,-0.12,physical
007924.png,DOC006,1,49,0,-0.12,channel
007925.png,DOC006,1,50,1,0.12,introduced
007926.png,DOC006,1,51,0,-0.12,by
007927.png,DOC006,1,52,1,0.12,printers
007928.png,DOC006,1,53,1,0.12,and
007929.png,DOC006,1,54,0,-0.12,smartphone
007930.png,DOC006,1,55,0,-0.12,cameras.
007931.png,DOC006,1,56,1,0.12,This
007932.png,DOC006,1,57,0,-0.12,requires
007933.png,DOC006,1,58,0,-0.12,highly
007934.png,DOC006,1,59,1,0.12,error
007935.png,DOC006,1,60,1,0.12,correction
007936.png,DOC006,1,61,0,-0.12,"mechanisms,"
007937.png,DOC006,1,62,0,-0.12,such
007938.png,DOC006,1,63,0,-0.12,as
007939.png,DOC006,1,64,1,0.12,Reed-Solomon
007940.png,DOC006,1,65,1,0.12,"coding,"
007941.png,DOC006,1,66,0,-0.12,combined
007942.png,DOC006,1,67,1,0.12,deep
007943.png,DOC006,1,68,1,0.12,learning-based
007944.png,DOC006,1,69,1,0.12,document
007945.png,DOC006,1,70,1,0.12,dewarping
007946.png,DOC006,1,71,1,0.12,and
007947.png,DOC006,1,72,0,-0.12,residual
007948.png,DOC006,1,73,1,0.12,feature
007949.png,DOC006,1,74,1,0.12,extraction
007950.png,DOC006,1,75,0,-0.12,reliably
007951.png,DOC006,1,76,0,-0.12,recover
007952.png,DOC006,1,77,0,-0.12,the
007953.png,DOC006,1,78,0,-0.12,embedded
007954.png,DOC006,1,79,1,0.12,cryptographic
007955.png,DOC006,1,80,0,-0.12,QUESTION
007956.png,DOC006,1,81,1,0.12,The
007957.png,DOC006,1,82,0,-0.12,rapid
007958.png,DOC006,1,83,0,-0.12,advancement
007959.png,DOC006,1,84,0,-0.12,of
007960.png,DOC006,1,85,0,-0.12,artificial
007961.png,DOC006,1,86,0,-0.12,intelligence
007962.png,DOC006,1,87,0,-0.12,and
007963.png,DOC006,1,88,1,0.12,machine
007964.png,DOC006,1,89,1,0.12,has
007965.png,DOC006,1,90,0,-0.12,fundamentally
007966.png,DOC006,1,91,0,-0.12,altered
007967.png,DOC006,1,92,0,-0.12,the
007968.png,DOC006,1,93,0,-0.12,landscape
007969.png,DOC006,1,94,1,0.12,of
007970.png,DOC006,1,95,1,0.12,modern
007971.png,DOC006,1,96,0,-0.12,computing.
007972.png,DOC006,1,97,0,-0.12,When
007973.png,DOC006,1,98,0,-0.12,scalable
007974.png,DOC006,1,99,0,-0.12,distributed
007975.png,DOC006,1,100,0,-0.12,"systems,"
007976.png,DOC006,1,101,0,-0.12,engineers
007977.png,DOC006,1,102,0,-0.12,must
007978.png,DOC006,1,103,0,-0.12,carefully
007979.png,DOC006,1,104,0,-0.12,consider
007980.png,DOC006,1,105,0,-0.12,the
007981.png,DOC006,1,106,0,-0.12,between
007982.png,DOC006,1,107,0,-0.12,"latency,"
007983.png,DOC006,1,108,0,-0.12,"throughput,"
007984.png,DOC006,1,109,1,0.12,and
007985.png,DOC006,1,110,1,0.12,fault
007986.png,DOC006,1,111,1,0.12,tolerance.
007987.png,DOC006,1,112,0,-0.12,In
007988.png,DOC006,1,113,1,0.12,the
007989.png,DOC006,1,114,0,-0.12,context
007990.png,DOC006,1,115,0,-0.12,of
007991.png,DOC006,1,116,0,-0.12,"steganography,"
007992.png,DOC006,1,117,0,-0.12,the
007993.png,DOC006,1,118,0,-0.12,primary
007994.png,DOC006,1,119,0,-0.12,challenge
007995.png,DOC006,1,120,0,-0.12,is
007996.png,DOC006,1,121,0,-0.12,overcoming
007997.png,DOC006,1,122,0,-0.12,the
007998.png,DOC006,1,123,0,-0.12,physical
007999.png,DOC006,1,124,0,-0.12,channel
008000.png,DOC006,1,125,0,-0.12,introduced
008001.png,DOC006,1,126,1,0.12,by
008002.png,DOC006,1,127,0,-0.12,printers
008003.png,DOC006,1,128,0,-0.12,and
008004.png,DOC006,1,129,0,-0.12,smartphone
008005.png,DOC006,1,130,1,0.12,cameras.
008006.png,DOC006,1,131,1,0.12,This
008007.png,DOC006,1,132,0,-0.12,requires
008008.png,DOC006,1,133,0,-0.12,highly
008009.png,DOC006,1,134,0,-0.12,error
008010.png,DOC006,1,135,0,-0.12,correction
008011.png,DOC006,1,136,0,-0.12,"mechanisms,"
008012.png,DOC006,1,137,0,-0.12,such
008013.png,DOC006,1,138,0,-0.12,as
008014.png,DOC006,1,139,0,-0.12,Reed-Solomon
008015.png,DOC006,1,140,1,0.12,"coding,"
008016.png,DOC006,1,141,0,-0.12,combined
008017.png,DOC006,1,142,0,-0.12,deep
008018.png,DOC006,1,143,0,-0.12,learning-based
008019.png,DOC006,1,144,1,0.12,document
008020.png,DOC006,1,145,0,-0.12,dewarping
008021.png,DOC006,1,146,0,-0.12,and
008022.png,DOC006,1,147,0,-0.12,residual
008023.png,DOC006,1,148,1,0.12,feature
008024.png,DOC006,1,149,0,-0.12,extraction
008025.png,DOC006,1,150,1,0.12,reliably
008026.png,DOC006,1,151,0,-0.12,recover
008027.png,DOC006,1,152,1,0.12,the
008028.png,DOC006,1,153,0,-0.12,embedded
008029.png,DOC006,1,154,0,-0.12,cryptographic
008030.png,DOC006,1,155,0,-0.12,QUESTION
008031.png,DOC006,1,156,0,-0.12,The
008032.png,DOC006,1,157,0,-0.12,rapid
008033.png,DOC006,1,158,1,0.12,advancement
008034.png,DOC006,1,159,0,-0.12,of
008035.png,DOC006,1,160,1,0.12,artificial
008036.png,DOC006,1,161,1,0.12,intelligence
008037.png,DOC006,1,162,0,-0.12,and
008038.png,DOC006,1,163,0,-0.12,machine
008039.png,DOC006,1,164,1,0.12,has
008040.png,DOC006,1,165,0,-0.12,fundamentally
008041.png,DOC006,1,166,0,-0.12,altered
008042.png,DOC006,1,167,1,0.12,the
008043.png,DOC006,1,168,0,-0.12,landscape
008044.png,DOC006,1,169,0,-0.12,of
008045.png,DOC006,1,170,1,0.12,modern
008046.png,DOC006,1,171,1,0.12,computing.
008047.png,DOC006,1,172,1,0.12,When
008048.png,DOC006,1,173,1,0.12,scalable
008049.png,DOC006,1,174,1,0.12,distributed
008050.png,DOC006,1,175,0,-0.12,"systems,"
008051.png,DOC006,1,176,0,-0.12,engineers
008052.png,DOC006,1,177,0,-0.12,must
008053.png,DOC006,1,178,0,-0.12,carefully
008054.png,DOC006,1,179,0,-0.12,consider
008055.png,DOC006,1,180,0,-0.12,the
008056.png,DOC006,1,181,1,0.12,between
008057.png,DOC006,1,182,0,-0.12,"latency,"
008058.png,DOC006,1,183,0,-0.12,"throughput,"
008059.png,DOC006,1,184,0,-0.12,and
008060.png,DOC006,1,185,0,-0.12,fault
008061.png,DOC006,1,186,1,0.12,tolerance.
008062.png,DOC006,1,187,0,-0.12,In
008063.png,DOC006,1,188,0,-0.12,the
008064.png,DOC006,1,189,0,-0.12,context
008065.png,DOC006,1,190,1,0.12,of
008066.png,DOC006,1,191,1,0.12,"steganography,"
008067.png,DOC006,1,192,1,0.12,the
008068.png,DOC006,1,193,0,-0.12,primary
008069.png,DOC006,1,194,0,-0.12,challenge
008070.png,DOC006,1,195,0,-0.12,is
008071.png,DOC006,1,196,1,0.12,overcoming
008072.png,DOC006,1,197,0,-0.12,the
008073.png,DOC006,1,198,1,0.12,physical
008074.png,DOC006,1,199,0,-0.12,channel
008075.png,DOC006,1,200,0,-0.12,introduced
008076.png,DOC006,1,201,0,-0.12,by
008077.png,DOC006,1,202,0,-0.12,printers
008078.png,DOC006,1,203,1,0.12,and
008079.png,DOC006,1,204,0,-0.12,smartphone
008080.png,DOC006,1,205,0,-0.12,cameras.
008081.png,DOC006,1,206,1,0.12,This
008082.png,DOC006,1,207,0,-0.12,requires
008083.png,DOC006,1,208,0,-0.12,highly
008084.png,DOC006,1,209,0,-0.12,error
008085.png,DOC006,1,210,1,0.12,correction
008086.png,DOC006,1,211,0,-0.12,"mechanisms,"
008087.png,DOC006,1,212,0,-0.12,such
008088.png,DOC006,1,213,1,0.12,as
008089.png,DOC006,1,214,0,-0.12,Reed-Solomon
008090.png,DOC006,1,215,0,-0.12,"coding,"
008091.png,DOC006,1,216,0,-0.12,combined
008092.png,DOC006,1,217,0,-0.12,deep
008093.png,DOC006,1,218,0,-0.12,learning-based
008094.png,DOC006,1,219,1,0.12,document
008095.png,DOC006,1,220,0,-0.12,dewarping
008096.png,DOC006,1,221,0,-0.12,and
008097.png,DOC006,1,222,1,0.12,residual
008098.png,DOC006,1,223,0,-0.12,feature
008099.png,DOC006,1,224,0,-0.12,extraction
008100.png,DOC006,1,225,0,-0.12,reliably
008101.png,DOC006,1,226,0,-0.12,recover
008102.png,DOC006,1,227,0,-0.12,the
008103.png,DOC006,1,228,0,-0.12,embedded
008104.png,DOC006,1,229,1,0.12,cryptographic
008105.png,DOC006,1,230,0,-0.12,QUESTION
008106.png,DOC006,1,231,0,-0.12,The
008107.png,DOC006,1,232,1,0.12,rapid
008108.png,DOC006,1,233,0,-0.12,advancement
008109.png,DOC006,1,234,0,-0.12,of
008110.png,DOC006,1,235,1,0.12,artificial
008111.png,DOC006,1,236,0,-0.12,intelligence
008112.png,DOC006,1,237,0,-0.12,and
008113.png,DOC006,1,238,1,0.12,machine
008114.png,DOC006,1,239,0,-0.12,has
008115.png,DOC006,1,240,0,-0.12,fundamentally
008116.png,DOC006,1,241,0,-0.12,altered
008117.png,DOC006,1,242,1,0.12,the
008118.png,DOC006,1,243,0,-0.12,landscape
008119.png,DOC006,1,244,1,0.12,of
008120.png,DOC006,1,245,1,0.12,modern
008121.png,DOC006,1,246,1,0.12,computing.
008122.png,DOC006,1,247,1,0.12,When
008123.png,DOC006,1,248,1,0.12,scalable
008124.png,DOC006,1,249,0,-0.12,distributed
008125.png,DOC006,1,250,0,-0.12,"systems,"
008126.png,DOC006,1,251,1,0.12,engineers
008127.png,DOC006,1,252,0,-0.12,must
008128.png,DOC006,1,253,1,0.12,carefully
008129.png,DOC006,1,254,1,0.12,consider
008130.png,DOC006,1,255,1,0.12,the
008131.png,DOC006,1,256,0,-0.12,between
008132.png,DOC006,1,257,0,-0.12,"latency,"
008133.png,DOC006,1,258,0,-0.12,"throughput,"
008134.png,DOC006,1,259,0,-0.12,and
008135.png,DOC006,1,260,0,-0.12,fault
008136.png,DOC006,1,261,0,-0.12,tolerance.
008137.png,DOC006,1,262,0,-0.12,In
008138.png,DOC006,1,263,0,-0.12,the
008139.png,DOC006,1,264,0,-0.12,context
008140.png,DOC006,1,265,0,-0.12,of
008141.png,DOC006,1,266,0,-0.12,"steganography,"
008142.png,DOC006,1,267,0,-0.12,the
008143.png,DOC006,1,268,1,0.12,primary
